sequence,action,kind,source,target,width,height,mean,stddev
397,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/143_2025-07-10-200134_RE_Leyton_Koval_Distillery_ERTC_Question/image008.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_397-2025-07_image008-att.png,,,,
398,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/144_2025-07-10-130505_Re_Leyton_Koval_Distillery_ERTC_Question.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_398-2025-07_Re_Leyton_Koval_Distillery_ERTC_Question_Email.pdf,,,,
399,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/144_2025-07-10-130505_Re_Leyton_Koval_Distillery_ERTC_Question/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_399-2025-07_image001-att.png,,,,
400,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/144_2025-07-10-130505_Re_Leyton_Koval_Distillery_ERTC_Question/image002.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_400-2025-07_image002-att.png,,,,
401,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/144_2025-07-10-130505_Re_Leyton_Koval_Distillery_ERTC_Question/image003.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_401-2025-07_image003-att.png,,,,
402,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/144_2025-07-10-130505_Re_Leyton_Koval_Distillery_ERTC_Question/image004.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_402-2025-07_image004-att.png,,,,
403,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/144_2025-07-10-130505_Re_Leyton_Koval_Distillery_ERTC_Question/image005.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_403-2025-07_image005-att.png,,,,
404,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/144_2025-07-10-130505_Re_Leyton_Koval_Distillery_ERTC_Question/image006.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_404-2025-07_image006-att.png,,,,
405,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/144_2025-07-10-130505_Re_Leyton_Koval_Distillery_ERTC_Question/image007.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_405-2025-07_image007-att.png,,,,
406,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/144_2025-07-10-130505_Re_Leyton_Koval_Distillery_ERTC_Question/image008.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_406-2025-07_image008-att.png,,,,
407,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/145_2025-07-10-210034_RE_Leyton_Koval_Distillery_ERTC_Question.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_407-2025-07_RE_Leyton_Koval_Distillery_ERTC_Question_Email.pdf,,,,
408,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/145_2025-07-10-210034_RE_Leyton_Koval_Distillery_ERTC_Question/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_408-2025-07_image001-att.png,,,,
409,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/145_2025-07-10-210034_RE_Leyton_Koval_Distillery_ERTC_Question/image002.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_409-2025-07_image002-att.png,,,,
410,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/145_2025-07-10-210034_RE_Leyton_Koval_Distillery_ERTC_Question/image003.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_410-2025-07_image003-att.png,,,,
411,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_411-2025-07_Re_Leyton_Koval_Distillery_ERTC_Question_Email.pdf,,,,
412,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/001-image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_412-2025-07_image001-att.png,,,,
413,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/001-image001__2.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_413-2025-07_image001_2-att.png,,,,
414,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/001-image001__3.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_414-2025-07_image001_3-att.png,,,,
415,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/001-image001__4.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_415-2025-07_image001_4-att.png,,,,
416,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/002-image002.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_416-2025-07_image002-att.png,,,,
417,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/002-image002__2.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_417-2025-07_image002_2-att.png,,,,
418,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/002-image002__3.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_418-2025-07_image002_3-att.png,,,,
419,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/002-image002__4.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_419-2025-07_image002_4-att.png,,,,
420,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/003-image003.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_420-2025-07_image003-att.png,,,,
421,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/003-image003__2.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_421-2025-07_image003_2-att.png,,,,
422,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/003-image003__3.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_422-2025-07_image003_3-att.png,,,,
423,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/003-image003__4.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_423-2025-07_image003_4-att.png,,,,
424,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/004-image004.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_424-2025-07_image004-att.png,,,,
425,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/005-image005.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_425-2025-07_image005-att.png,,,,
426,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/006-image006.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_426-2025-07_image006-att.png,,,,
427,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/007-image007.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_427-2025-07_image007-att.png,,,,
428,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/008-image008.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_428-2025-07_image008-att.png,,,,
429,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_429-2025-07_image001-att.png,,,,
430,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/image002.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_430-2025-07_image002-att.png,,,,
431,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/146_2025-07-10-160815_Re_Leyton_Koval_Distillery_ERTC_Question/image003.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_431-2025-07_image003-att.png,,,,
432,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/147_2025-07-11-151339_RE_Leyton_Koval_Distillery_ERTC_Question.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_432-2025-07_RE_Leyton_Koval_Distillery_ERTC_Question_Email.pdf,,,,
433,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/147_2025-07-11-151339_RE_Leyton_Koval_Distillery_ERTC_Question/001-image002.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_433-2025-07_image002-att.png,,,,
434,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/147_2025-07-11-151339_RE_Leyton_Koval_Distillery_ERTC_Question/002-image003.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_434-2025-07_image003-att.png,,,,
435,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/147_2025-07-11-151339_RE_Leyton_Koval_Distillery_ERTC_Question/003-image011.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_435-2025-07_image011-att.png,,,,
436,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/147_2025-07-11-151339_RE_Leyton_Koval_Distillery_ERTC_Question/004-image012.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_436-2025-07_image012-att.png,,,,
437,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/147_2025-07-11-151339_RE_Leyton_Koval_Distillery_ERTC_Question/005-image013.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_437-2025-07_image013-att.png,,,,
438,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/147_2025-07-11-151339_RE_Leyton_Koval_Distillery_ERTC_Question/image002.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_438-2025-07_image002-att.png,,,,
439,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/147_2025-07-11-151339_RE_Leyton_Koval_Distillery_ERTC_Question/image003.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_439-2025-07_image003-att.png,,,,
440,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/147_2025-07-11-151339_RE_Leyton_Koval_Distillery_ERTC_Question/image011.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_440-2025-07_image011-att.png,,,,
441,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/147_2025-07-11-151339_RE_Leyton_Koval_Distillery_ERTC_Question/image012.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_441-2025-07_image012-att.png,,,,
442,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/147_2025-07-11-151339_RE_Leyton_Koval_Distillery_ERTC_Question/image013.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_442-2025-07_image013-att.png,,,,
443,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/148_2025-07-16-184428_IRS_Call_for_Koval_Distillery.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_443-2025-07_IRS_Call_for_Koval_Distillery_Email.pdf,,,,
444,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_025_2025-07-26_KOVAL_ERTC_Issue_Letter_to_Stuart_Levin.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_444-2025-07_KOVAL_ERTC_Issue_Letter_to_Stuart_Levin.pdf,,,,
445,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/149_2025-07-26-073620_ERTC_claims_KOVAL.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_445-2025-07_ERTC_claims_KOVAL_Email.pdf,,,,
446,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/149_2025-07-26-073620_ERTC_claims_KOVAL/2025 ERTC issue KOVAL.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_446-2025-07_2025_ERTC_issue_KOVAL-att.pdf,,,,
447,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/150_2025-07-26-190416_Re_ERTC_claims_KOVAL.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_447-2025-07_Re_ERTC_claims_KOVAL_Email.pdf,,,,
448,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/151_2025-07-26-141046_Re_ERTC_claims_KOVAL.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_448-2025-07_Re_ERTC_claims_KOVAL_Email.pdf,,,,
449,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_026_2025-07-28_Form_2848_POA_Levin_Levy.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_449-2025-07_Form_2848_POA_Levin_Levy.pdf,,,,
450,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_027_2025-07-28_IRS_Resubmission_Packet.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_450-2025-07_IRS_Resubmission_Packet.pdf,,,,
451,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_034_2025-07-28_Form_2848_POA_Blank_For_Signature.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_451-2025-07_Form_2848_POA_Blank_For_Signature.pdf,,,,
452,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/152_2025-07-28-153904_fyi_information_sent_to_IRS_today_on_erc_issue.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_452-2025-07_fyi_information_sent_to_IRS_today_on_erc_issue_Email.pdf,,,,
453,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/152_2025-07-28-153904_fyi_information_sent_to_IRS_today_on_erc_issue/ercdocsresentups.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_453-2025-07_ercdocsresentups-att.pdf,,,,
454,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/152_2025-07-28-153904_fyi_information_sent_to_IRS_today_on_erc_issue/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_454-2025-07_image001-att.png,,,,
455,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/153_2025-07-28-154748_POA.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_455-2025-07_POA_Email.pdf,,,,
456,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/153_2025-07-28-154748_POA/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_456-2025-07_image001-att.png,,,,
457,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/153_2025-07-28-154748_POA/ko 2848.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_457-2025-07_ko_2848-att.pdf,,,,
458,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/154_2025-07-28-120845_Re_POA.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_458-2025-07_Re_POA_Email.pdf,,,,
459,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/154_2025-07-28-120845_Re_POA/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_459-2025-07_image001-att.png,,,,
460,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/154_2025-07-28-120845_Re_POA/KOVAL-POA.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_460-2025-07_KOVAL-POA-att.pdf,,,,
461,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/155_2025-07-28-170357_RE_POA.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_461-2025-07_RE_POA_Email.pdf,,,,
462,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/155_2025-07-28-170357_RE_POA/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_462-2025-07_image001-att.png,,,,
463,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/156_2025-07-29-105812_Re_fyi_information_sent_to_IRS_today_on_erc_issue.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_463-2025-07_Re_fyi_information_sent_to_IRS_today_on_erc_issue_Email.pdf,,,,
464,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/156_2025-07-29-105812_Re_fyi_information_sent_to_IRS_today_on_erc_issue/001-image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_464-2025-07_image001-att.png,,,,
465,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/156_2025-07-29-105812_Re_fyi_information_sent_to_IRS_today_on_erc_issue/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_465-2025-07_image001-att.png,,,,
466,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/157_2025-07-29-111225_Re_fyi_information_sent_to_IRS_today_on_erc_issue.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_466-2025-07_Re_fyi_information_sent_to_IRS_today_on_erc_issue_Email.pdf,,,,
467,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/157_2025-07-29-111225_Re_fyi_information_sent_to_IRS_today_on_erc_issue/001-image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_467-2025-07_image001-att.png,,,,
468,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/158_2025-08-19-135421_Re_fyi_information_sent_to_IRS_today_on_erc_issue.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_468-2025-08_Re_fyi_information_sent_to_IRS_today_on_erc_issue_Email.pdf,,,,
469,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/158_2025-08-19-135421_Re_fyi_information_sent_to_IRS_today_on_erc_issue/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_469-2025-08_image001-att.png,,,,
470,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/159_2025-08-19-195843_RE_fyi_information_sent_to_IRS_today_on_erc_issue.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_470-2025-08_RE_fyi_information_sent_to_IRS_today_on_erc_issue_Email.pdf,,,,
471,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/159_2025-08-19-195843_RE_fyi_information_sent_to_IRS_today_on_erc_issue/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_471-2025-08_image001-att.png,,,,
472,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/160_2025-08-19-160520_Re_fyi_information_sent_to_IRS_today_on_erc_issue.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_472-2025-08_Re_fyi_information_sent_to_IRS_today_on_erc_issue_Email.pdf,,,,
473,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/160_2025-08-19-160520_Re_fyi_information_sent_to_IRS_today_on_erc_issue/001-image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_473-2025-08_image001-att.png,,,,
474,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/160_2025-08-19-160520_Re_fyi_information_sent_to_IRS_today_on_erc_issue/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_474-2025-08_image001-att.png,,,,
475,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_020_2025-10-22_IRS_Denial_Letter.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_475-2025-10_IRS_Denial_Letter.pdf,,,,
476,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_021_2025-10-27_IRS_Denial_Letter.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_476-2025-10_IRS_Denial_Letter.pdf,,,,
477,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/161_2025-10-27-123340_Re_KOVAL_ERC.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_477-2025-10_Re_KOVAL_ERC_Email.pdf,,,,
478,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/161_2025-10-27-123340_Re_KOVAL_ERC/2025-10-27-irs-letter.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_478-2025-10_irs-letter-att.pdf,,,,
479,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/161_2025-10-27-123340_Re_KOVAL_ERC/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_479-2025-10_image001-att.png,,,,
480,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/161_2025-10-27-123340_Re_KOVAL_ERC/image002.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_480-2025-10_image002-att.png,,,,
