sequence,action,kind,source,target,width,height,mean,stddev
1,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_007_2020-Q1_Form_941_Return.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_001-2020-01_2020-Q1_Form_941_Return.pdf,,,,
2,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_008_2020-Q2_Form_941_Return.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_002-2020-01_2020-Q2_Form_941_Return.pdf,,,,
3,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_009_2020-Q4_Form_941_Return.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_003-2020-01_2020-Q4_Form_941_Return.pdf,,,,
4,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_015_2020-Q1_Form_941-X_Signed.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_004-2020-01_2020-Q1_Form_941-X_Signed.pdf,,,,
5,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_016_2020-Q2_Form_941-X_Signed.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_005-2020-01_2020-Q2_Form_941-X_Signed.pdf,,,,
6,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_017_2020-Q4_Form_941-X_Signed.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_006-2020-01_2020-Q4_Form_941-X_Signed.pdf,,,,
7,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_035_2020-04-08_PPP_Loan_Documents.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_007-2020-04_PPP_Loan_Documents.pdf,,,,
8,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/001_2020-12-21-204142_if_it_passes_in_it_s_current_form.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_008-2020-12_if_it_passes_in_it_s_current_form_Email.pdf,,,,
9,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/001_2020-12-21-204142_if_it_passes_in_it_s_current_form/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_009-2020-12_image001-att.png,,,,
10,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/002_2020-12-22-100838_Re_if_it_passes_in_it_s_current_form.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_010-2020-12_Re_if_it_passes_in_it_s_current_form_Email.pdf,,,,
11,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/002_2020-12-22-100838_Re_if_it_passes_in_it_s_current_form/image.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_011-2020-12_image-att.png,,,,
12,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/003_2020-12-22-161312_RE_if_it_passes_in_it_s_current_form.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_012-2020-12_RE_if_it_passes_in_it_s_current_form_Email.pdf,,,,
13,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/003_2020-12-22-161312_RE_if_it_passes_in_it_s_current_form/image001.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_013-2020-12_image001-att.png,,,,
14,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_002_2021_IRS_Notice_2021-23.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_014-2021-01_2021_IRS_Notice_2021-23.pdf,,,,
15,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_010_2021-Q1_Form_941_Return.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_015-2021-01_2021-Q1_Form_941_Return.pdf,,,,
16,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_018_2021-Q1_Form_941-X_Signed.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_016-2021-01_2021-Q1_Form_941-X_Signed.pdf,,,,
17,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_037_2021-01-19_PPP_Loan_Forgiveness_Application_3508S_Signed.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_017-2021-01_PPP_Loan_Forgiveness_Application_3508S_Signed.pdf,,,,
18,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_003_2022_ERC_Questionnaire.docx,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_018-2022-01_2022_ERC_Questionnaire.docx,,,,
19,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_005_2022_KOVAL_DISTILLERY_ERTC_Study_Report.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_019-2022-01_2022_KOVAL_DISTILLERY_ERTC_Study_Report.pdf,,,,
20,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_006_2022_KOVAL_DISTILLERY_ERTC_Breakdown_by_Employee_by_Quarter.xlsx,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_020-2022-01_2022_KOVAL_DISTILLERY_ERTC_Breakdown_by_Employee_by_Quarter.xlsx,,,,
21,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_001_2022-09-12_Leyton_ERC_LOE_Koval_Distillery.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_021-2022-09_Leyton_ERC_LOE_Koval_Distillery.pdf,,,,
22,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/004_2022-09-22-183606_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_022-2022-09_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call_Email.pdf,,,,
23,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/004_2022-09-22-183606_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call/ERC Questionnaire.docx,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_023-2022-09_ERC_Questionnaire-att.docx,,,,
24,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/004_2022-09-22-183606_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call/Notice 2021-23.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_024-2022-09_Notice_2021-23-att.pdf,,,,
25,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/005_2022-09-29-142622_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_025-2022-09_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call_Email.pdf,,,,
26,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/006_2022-09-29-162608_Re_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_026-2022-09_Re_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call_Email.pdf,,,,
27,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/007_2022-09-30-082045_Re_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_027-2022-09_Re_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call_Email.pdf,,,,
28,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/007_2022-09-30-082045_Re_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call/20200408-loandocuments-3016-.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_028-2022-09_20200408-loandocuments-3016-att.pdf,,,,
29,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/007_2022-09-30-082045_Re_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call/Chase Koval Loan Forgiveness Approval Notice.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_029-2022-09_Chase_Koval_Loan_Forgiveness_Approval_Notice-att.pdf,,,,
30,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/007_2022-09-30-082045_Re_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call/PPP-Loan-Forgiveness-Application-Form-3508S-1192021-signed.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_030-2022-09_PPP-Loan-Forgiveness-Application-Form-3508S-1192021-signed-att.pdf,,,,
31,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/007_2022-09-30-082045_Re_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call/PPP-Loan-Forgiveness-Application-Form-3508S.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_031-2022-09_PPP-Loan-Forgiveness-Application-Form-3508S-att.pdf,,,,
32,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/008_2022-09-30-090246_Re_Leyton_and_Koval_Distillery_Recap_email_after_IA_call.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_032-2022-09_Re_Leyton_and_Koval_Distillery_Recap_email_after_IA_call_Email.pdf,,,,
33,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/009_2022-10-11-103102_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_033-2022-10_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call_Email.pdf,,,,
34,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/010_2022-10-11-104941_Re_Leyton_and_Koval_Distillery_Recap_email_after_IA_call.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_034-2022-10_Re_Leyton_and_Koval_Distillery_Recap_email_after_IA_call_Email.pdf,,,,
35,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/011_2022-10-12-104054_Re_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_035-2022-10_Re_Fwd_Leyton_and_Koval_Distillery_Recap_email_after_IA_call_Email.pdf,,,,
36,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/012_2022-10-12-164623_RE_Leyton_and_Koval_Distillery_Recap_email_after_IA_call.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_036-2022-10_RE_Leyton_and_Koval_Distillery_Recap_email_after_IA_call_Email.pdf,,,,
37,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/012_2022-10-12-164623_RE_Leyton_and_Koval_Distillery_Recap_email_after_IA_call/image001.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_037-2022-10_image001-att.jpg,,,,
38,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/012_2022-10-12-164623_RE_Leyton_and_Koval_Distillery_Recap_email_after_IA_call/image002.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_038-2022-10_image002-att.jpg,,,,
39,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/012_2022-10-12-164623_RE_Leyton_and_Koval_Distillery_Recap_email_after_IA_call/image003.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_039-2022-10_image003-att.jpg,,,,
40,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/012_2022-10-12-164623_RE_Leyton_and_Koval_Distillery_Recap_email_after_IA_call/image004.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_040-2022-10_image004-att.png,,,,
41,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/012_2022-10-12-164623_RE_Leyton_and_Koval_Distillery_Recap_email_after_IA_call/image005.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_041-2022-10_image005-att.png,,,,
42,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/013_2022-10-12-115554_Re_Leyton_and_Koval_Distillery_Recap_email_after_IA_call.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_042-2022-10_Re_Leyton_and_Koval_Distillery_Recap_email_after_IA_call_Email.pdf,,,,
43,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/014_2022-10-24-152251_Re_Leyton_and_Koval_Distillery_final_information_to_wrap_up_the_study.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_043-2022-10_Re_Leyton_and_Koval_Distillery_final_information_to_wrap_up_the_study_Email.pdf,,,,
44,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/014_2022-10-24-152251_Re_Leyton_and_Koval_Distillery_final_information_to_wrap_up_the_study/image.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_044-2022-10_image-att.jpg,,,,
45,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/014_2022-10-24-152251_Re_Leyton_and_Koval_Distillery_final_information_to_wrap_up_the_study/image.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_045-2022-10_image-att.png,,,,
46,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/014_2022-10-24-152251_Re_Leyton_and_Koval_Distillery_final_information_to_wrap_up_the_study/image__2.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_046-2022-10_image_2-att.jpg,,,,
47,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/014_2022-10-24-152251_Re_Leyton_and_Koval_Distillery_final_information_to_wrap_up_the_study/image__2.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_047-2022-10_image_2-att.png,,,,
48,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/014_2022-10-24-152251_Re_Leyton_and_Koval_Distillery_final_information_to_wrap_up_the_study/image__3.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_048-2022-10_image_3-att.jpg,,,,
49,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/014_2022-10-24-152251_Re_Leyton_and_Koval_Distillery_final_information_to_wrap_up_the_study/image__3.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_049-2022-10_image_3-att.png,,,,
50,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/014_2022-10-24-152251_Re_Leyton_and_Koval_Distillery_final_information_to_wrap_up_the_study/image__4.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_050-2022-10_image_4-att.png,,,,
51,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/014_2022-10-24-152251_Re_Leyton_and_Koval_Distillery_final_information_to_wrap_up_the_study/image__5.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_051-2022-10_image_5-att.png,,,,
52,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/014_2022-10-24-152251_Re_Leyton_and_Koval_Distillery_final_information_to_wrap_up_the_study/image__6.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_052-2022-10_image_6-att.png,,,,
53,move,document,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/Documents/D_004_2022-10-28_Leyton_Invoice_Koval_Distillery_USERC.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_053-2022-10_Leyton_Invoice_Koval_Distillery_USERC.pdf,,,,
54,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/015_2022-10-28-130015_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_054-2022-10_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction_Email.pdf,,,,
55,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/015_2022-10-28-130015_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image001.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_055-2022-10_image001-att.jpg,,,,
56,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/015_2022-10-28-130015_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image002.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_056-2022-10_image002-att.jpg,,,,
57,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/015_2022-10-28-130015_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image003.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_057-2022-10_image003-att.jpg,,,,
58,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/015_2022-10-28-130015_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image004.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_058-2022-10_image004-att.png,,,,
59,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/015_2022-10-28-130015_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image005.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_059-2022-10_image005-att.png,,,,
60,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/016_2022-10-28-130022_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_060-2022-10_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction_Email.pdf,,,,
61,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/016_2022-10-28-130022_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image001.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_061-2022-10_image001-att.jpg,,,,
62,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/016_2022-10-28-130022_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image002.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_062-2022-10_image002-att.jpg,,,,
63,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/016_2022-10-28-130022_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image003.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_063-2022-10_image003-att.jpg,,,,
64,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/016_2022-10-28-130022_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image004.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_064-2022-10_image004-att.png,,,,
65,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/016_2022-10-28-130022_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image005.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_065-2022-10_image005-att.png,,,,
66,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/017_2022-10-31-085147_Fwd_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_066-2022-10_Fwd_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction_Email.pdf,,,,
67,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/018_2022-11-13-100106_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_067-2022-11_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction_Email.pdf,,,,
68,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/019_2022-12-07-144007_Leyton_Employee_Retention_Credit.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_068-2022-12_Leyton_Employee_Retention_Credit_Email.pdf,,,,
69,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/020_2022-12-08-135124_Re_Leyton_Employee_Retention_Credit.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_069-2022-12_Re_Leyton_Employee_Retention_Credit_Email.pdf,,,,
70,move,email,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/021_2022-12-08-135724_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction.pdf,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_070-2022-12_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction_Email.pdf,,,,
71,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/021_2022-12-08-135724_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_071-2022-12_image-att.jpg,,,,
72,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/021_2022-12-08-135724_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_072-2022-12_image-att.png,,,,
73,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/021_2022-12-08-135724_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image__2.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_073-2022-12_image_2-att.jpg,,,,
74,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/021_2022-12-08-135724_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image__2.png,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_074-2022-12_image_2-att.png,,,,
75,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/021_2022-12-08-135724_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image__3.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_075-2022-12_image_3-att.jpg,,,,
76,move,attachment,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/E-mails_numbered/021_2022-12-08-135724_Re_Leyton_and_Koval_Distillery_Kothe_Distilling_Technologies_Submission_and_Instruction/image__4.jpg,/Users/robert/Library/CloudStorage/Dropbox/2026-ERTC/discovery-production-one-folder/K_076-2022-12_image_4-att.jpg,,,,
